odprecid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfast,breakfasttotal,amsnackdays,amsnack,amsnacktotal,lunchdays,lunch,lunchtotal,pmsnackdays,pmsnack,pmsnacktotal,supperdays,supper,suppertotal,totalsnacks,totalmealssnacks,secondbreakfast,secondamsnack,secondlunch,secondpmsnack,secondsupper
00522-0140,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0140,DOGAN EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,399,399,0,0,0,13,495,495,0,0,0,0,0,0,0,894,,,,,
00522-0140,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0140,DOGAN EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,322,322,0,0,0,12,419,419,0,0,0,0,0,0,0,741,,,,,
00522-0140,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0140,DOGAN EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0156,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0156,FROST EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,1867,1867,0,0,0,13,2675,2675,0,0,0,0,0,0,0,4542,,,,,
00522-0156,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0156,FROST EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,1376,1376,0,0,0,12,2211,2211,0,0,0,0,0,0,0,3587,,,,,
00522-0156,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0156,FROST EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0159,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0159,GOLFCREST EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,97,97,0,0,0,13,99,99,0,0,0,0,0,0,0,196,,,,,
00522-0159,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0159,GOLFCREST EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,121,121,0,0,0,12,126,126,0,0,0,0,0,0,0,247,,,,,
00522-0159,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0159,GOLFCREST EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0162,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0162,GREGG EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,12,2261,2261,0,0,0,13,2670,2670,0,0,0,0,0,0,0,4931,,,,,
00522-0162,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0162,GREGG EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,2037,2037,0,0,0,12,2321,2321,0,0,0,0,0,0,0,4358,,,,,
00522-0162,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0162,GREGG EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0163,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0163,SUGAR GROVE,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,1934,1934,0,0,0,13,3440,3440,0,0,0,0,0,0,0,5374,,,,,
00522-0163,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0163,SUGAR GROVE,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,1372,1372,0,0,0,12,2764,2764,0,0,0,0,0,0,0,4136,,,,,
00522-0163,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0163,SUGAR GROVE,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0169,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0169,HARVARD EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,10,63,63,0,0,0,10,172,172,0,0,0,0,0,0,0,235,,,,,
00522-0169,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0169,HARVARD EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,86,86,0,0,0,12,184,184,0,0,0,0,0,0,0,270,,,,,
00522-0169,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0169,HARVARD EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0174,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0174,HIGHLAND HTS EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,53,53,0,0,0,13,66,66,0,0,0,0,0,0,0,119,,,,,
00522-0174,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0174,HIGHLAND HTS EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,38,38,0,0,0,12,58,58,0,0,0,0,0,0,0,96,,,,,
00522-0174,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0174,HIGHLAND HTS EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0181,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0181,JANOWSKI EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,133,133,0,0,0,13,148,148,0,0,0,0,0,0,0,281,,,,,
00522-0181,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0181,JANOWSKI EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,92,92,0,0,0,12,122,122,0,0,0,0,0,0,0,214,,,,,
00522-0181,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0181,JANOWSKI EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0187,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0187,KELSO EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,284,284,0,0,0,13,299,299,0,0,0,0,0,0,0,583,,,,,
00522-0187,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0187,KELSO EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,256,256,0,0,0,11,250,250,0,0,0,0,0,0,0,506,,,,,
00522-0187,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0187,KELSO EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0188,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0188,KENNEDY EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,2902,2902,0,0,0,13,4923,4923,0,0,0,0,0,0,0,7825,,,,,
00522-0188,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0188,KENNEDY EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,2268,2268,0,0,0,12,4090,4090,0,0,0,0,0,0,0,6358,,,,,
00522-0188,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0188,KENNEDY EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0199,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0199,LOVETT EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,15,240,240,0,0,0,15,257,257,0,0,0,0,0,0,0,497,,,,,
00522-0199,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0199,LOVETT EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,7,46,46,0,0,0,7,71,71,0,0,0,0,0,0,0,117,,,,,
00522-0199,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0199,LOVETT EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0204,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0204,MEMORIAL EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,818,818,0,0,0,13,1444,1444,0,0,0,0,0,0,0,2262,,,,,
00522-0204,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0204,MEMORIAL EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,742,742,0,0,0,12,1237,1237,0,0,0,0,0,0,0,1979,,,,,
00522-0204,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0204,MEMORIAL EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0209,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0209,NEFF ECC,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,3217,3217,0,0,0,13,2805,2805,0,0,0,0,0,0,0,6022,,,,,
00522-0209,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0209,NEFF ECC,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,3063,3063,0,0,0,12,2692,2692,0,0,0,0,0,0,0,5755,,,,,
00522-0209,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0209,NEFF ECC,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0216,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0216,PATTERSON EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,2676,2676,0,0,0,13,3821,3821,0,0,0,0,0,0,0,6497,,,,,
00522-0216,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0216,PATTERSON EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,2149,2149,0,0,0,12,3597,3597,0,0,0,0,0,0,0,5746,,,,,
00522-0216,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0216,PATTERSON EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0218,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0218,PILGRIM ACADEMY,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,1,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,,,,
00522-0218,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0218,PILGRIM ACADEMY,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0225,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0225,REYNOLDS EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,4117,4117,0,0,0,13,4488,4488,0,0,0,0,0,0,0,8605,,,,,
00522-0225,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0225,REYNOLDS EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,3471,3471,0,0,0,12,3637,3637,0,0,0,0,0,0,0,7108,,,,,
00522-0225,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0225,REYNOLDS EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0234,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0234,BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,0,0,0,0,0,0,4,189,189,0,0,0,0,0,0,0,189,,,,,
00522-0234,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0234,BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0234,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0234,BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0239,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0239,SHEARN EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,292,292,0,0,0,13,299,299,0,0,0,0,0,0,0,591,,,,,
00522-0239,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0239,SHEARN EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,206,206,0,0,0,12,250,250,0,0,0,0,0,0,0,456,,,,,
00522-0239,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0239,SHEARN EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0242,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0242,SMITH EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,1037,1037,0,0,0,13,2568,2568,0,0,0,0,0,0,0,3605,,,,,
00522-0242,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0242,SMITH EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,1098,1098,0,0,0,12,2361,2361,0,0,0,0,0,0,0,3459,,,,,
00522-0242,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0242,SMITH EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0243,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0243,THOMPSON EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,1820,1820,0,0,0,13,2689,2689,0,0,0,0,0,0,0,4509,,,,,
00522-0243,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0243,THOMPSON EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,1419,1419,0,0,0,12,2499,2499,0,0,0,0,0,0,0,3918,,,,,
00522-0243,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0243,THOMPSON EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0249,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0249,TRAVIS EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,606,606,0,0,0,13,1865,1865,0,0,0,0,0,0,0,2471,,,,,
00522-0249,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0249,TRAVIS EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,11,599,599,0,0,0,12,1595,1595,0,0,0,0,0,0,0,2194,,,,,
00522-0249,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0249,TRAVIS EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0257,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0257,WHIDBY EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,503,503,0,0,0,13,511,511,0,0,0,0,0,0,0,1014,,,,,
00522-0257,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0257,WHIDBY EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,14,613,613,0,0,0,14,639,639,0,0,0,0,0,0,0,1252,,,,,
00522-0257,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0257,WHIDBY EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0258,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0258,WHITTIER EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,739,739,0,0,0,13,1368,1368,0,0,0,0,0,0,0,2107,,,,,
00522-0258,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0258,WHITTIER EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,592,592,0,0,0,12,1137,1137,0,0,0,0,0,0,0,1729,,,,,
00522-0258,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0258,WHITTIER EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0271,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0271,FOERSTER EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,157,157,0,0,0,12,157,157,0,0,0,0,0,0,0,314,,,,,
00522-0271,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0271,FOERSTER EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,97,97,0,0,0,10,90,90,0,0,0,0,0,0,0,187,,,,,
00522-0271,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0271,FOERSTER EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0273,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0273,ASHFORD EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,462,462,0,0,0,13,380,380,0,0,0,0,0,0,0,842,,,,,
00522-0273,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0273,ASHFORD EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,475,475,0,0,0,12,381,381,0,0,0,0,0,0,0,856,,,,,
00522-0273,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0273,ASHFORD EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0274,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0274,ASKEW EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,2503,2503,0,0,0,13,3349,3349,0,0,0,0,0,0,0,5852,,,,,
00522-0274,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0274,ASKEW EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,2108,2108,0,0,0,12,2912,2912,0,0,0,0,0,0,0,5020,,,,,
00522-0274,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0274,ASKEW EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0290,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0290,CRESPO EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,15,656,656,0,0,0,15,744,744,0,0,0,0,0,0,0,1400,,,,,
00522-0290,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0290,CRESPO EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,246,246,0,0,0,12,277,277,0,0,0,0,0,0,0,523,,,,,
00522-0290,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0290,CRESPO EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0292,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0292,CARRILLO EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,2451,2451,0,0,0,13,2777,2777,0,0,0,0,0,0,0,5228,,,,,
00522-0292,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0292,CARRILLO EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,2417,2417,0,0,0,12,2405,2405,0,0,0,0,0,0,0,4822,,,,,
00522-0292,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0292,CARRILLO EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0295,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0295,BENAVIDEZ EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,3664,3664,0,0,0,13,7169,7169,0,0,0,0,0,0,0,10833,,,,,
00522-0295,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0295,BENAVIDEZ EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,3085,3085,0,0,0,12,5908,5908,0,0,0,0,0,0,0,8993,,,,,
00522-0295,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0295,BENAVIDEZ EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0297,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0297,DAVILA EL,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,1689,1689,0,0,0,13,2084,2084,0,0,0,0,0,0,0,3773,,,,,
00522-0297,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0297,DAVILA EL,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,1666,1666,0,0,0,12,1926,1926,0,0,0,0,0,0,0,3592,,,,,
00522-0297,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0297,DAVILA EL,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
00522-0308,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0308,NORTH HOUSTON EARLY COLLEGE H S,101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,15,386,386,0,0,0,15,584,584,0,0,0,0,0,0,0,970,,,,,
00522-0308,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0308,NORTH HOUSTON EARLY COLLEGE H S,101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,314,314,0,0,0,12,405,405,0,0,0,0,0,0,0,719,,,,,
00522-0308,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0308,NORTH HOUSTON EARLY COLLEGE H S,101-912,HARRIS,HARRIS,2025-08-01T00:00:00.000,1,51,51,0,0,0,1,102,102,0,0,0,0,0,0,0,153,,,,,
00522-0310,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0310,"SAM HOUSTON MATH, SCIENCE, TECHNOLOGY",101-912,HARRIS,HARRIS,2025-06-01T00:00:00.000,13,363,363,0,0,0,13,1291,1291,0,0,0,0,0,0,0,1654,,,,,
00522-0310,2025,SEAMLESS_SUMMER_OPTION_MEALS,00522,HOUSTON ISD,Educational Institution,Public,4,3,0310,"SAM HOUSTON MATH, SCIENCE, TECHNOLOGY",101-912,HARRIS,HARRIS,2025-07-01T00:00:00.000,12,370,370,0,0,0,12,1112,1112,0,0,0,0,0,0,0,1482,,,,,
