odprecid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfast,breakfasttotal,amsnackdays,amsnack,amsnacktotal,lunchdays,lunch,lunchtotal,pmsnackdays,pmsnack,pmsnacktotal,supperdays,supper,suppertotal,totalsnacks,totalmealssnacks,secondbreakfast,secondamsnack,secondlunch,secondpmsnack,secondsupper
00353-0005,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0005,EL DORADO HIGH SCHOOL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,194,194,0,0,0,19,2487,2487,0,0,0,0,0,0,0,2681,,,,,
00353-0008,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0008,EASTLAKE H S,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,302,302,0,0,0,19,2247,2247,0,0,0,0,0,0,0,2549,,,,,
00353-0011,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0011,PEBBLE HILLS H S,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,99,99,0,0,0,20,4476,4476,0,0,0,0,0,0,0,4575,,,,,
00353-0041,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0041,SOCORRO MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,52,52,0,0,0,4,391,391,0,0,0,0,0,0,0,443,,,,,
00353-0042,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0042,SALVADOR SANCHEZ MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,155,155,0,0,0,5,478,478,0,0,0,0,0,0,0,633,,,,,
00353-0044,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0044,CAPT WALTER E CLARKE MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,606,606,0,0,0,4,821,821,0,0,0,0,0,0,0,1427,,,,,
00353-0045,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0045,MONTWOOD MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,102,102,0,0,0,4,921,921,0,0,0,0,0,0,0,1023,,,,,
00353-0046,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0046,COL JOHN O ENSOR MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,318,318,0,0,0,19,1705,1705,0,0,0,0,0,0,0,2023,,,,,
00353-0048,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0048,SPEC RAFAEL HERNANDO MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,466,466,0,0,0,11,969,969,0,0,0,0,0,0,0,1435,,,,,
00353-0049,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0049,SSG. Manuel R. Puentes,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,3,164,164,0,0,0,19,1609,1609,0,0,0,0,0,0,0,1773,,,,,
00353-0051,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0051,HURSHEL ANTWINE MIDDLE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,120,120,0,0,0,4,401,401,0,0,0,0,0,0,0,521,,,,,
00353-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0101,ROBERT R ROJAS EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,727,727,0,0,0,19,2162,2162,0,0,0,0,0,0,0,2889,,,,,
00353-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0102,H D HILLEY EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,278,278,0,0,0,11,952,952,0,0,0,0,0,0,0,1230,,,,,
00353-0104,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0104,CAMPESTRE EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,296,296,0,0,0,5,305,305,0,0,0,0,0,0,0,601,,,,,
00353-0107,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0107,HUECO EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,334,334,0,0,0,19,1352,1352,0,0,0,0,0,0,0,1686,,,,,
00353-0109,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0109,MYRTLE COOPER EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,280,280,0,0,0,11,560,560,0,0,0,0,0,0,0,840,,,,,
00353-0111,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0111,ESCONTRIAS STEAM ACADEMY,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,116,116,0,0,0,5,394,394,0,0,0,0,0,0,0,510,,,,,
00353-0112,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0112,BENITO MARTINEZ EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,0,0,0,0,0,0,19,1139,1139,0,0,0,0,0,0,0,1139,,,,,
00353-0114,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0114,HELEN BALL EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,389,389,0,0,0,4,386,386,0,0,0,0,0,0,0,775,,,,,
00353-0116,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0116,JANE A HAMBRIC SCHOOL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,279,279,0,0,0,18,2774,2774,0,0,0,0,0,0,0,3053,,,,,
00353-0120,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0120,DESERT WIND ELEMENTARY,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,150,150,0,0,0,18,889,889,0,0,0,0,0,0,0,1039,,,,,
00353-0122,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0122,BILL SYBERT SCHOOL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,5,259,259,0,0,0,11,868,868,0,0,0,0,0,0,0,1127,,,,,
00353-0126,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0126,DR SUE A SHOOK SCHOOL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,388,388,0,0,0,4,639,639,0,0,0,0,0,0,0,1027,,,,,
00353-0130,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0130,MISSION RIDGE,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,0,0,0,0,0,0,19,1259,1259,0,0,0,0,0,0,0,1259,,,,,
00353-0131,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0131,PURPLE HEART EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,4,347,347,0,0,0,19,1472,1472,0,0,0,0,0,0,0,1819,,,,,
00353-0132,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0132,SGT JOSE F CARRASCO EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,0,0,0,0,0,0,4,266,266,0,0,0,0,0,0,0,266,,,,,
00353-0134,2023,SEAMLESS_SUMMER_OPTION_MEALS,00353,SOCORRO ISD,Educational Institution,Public,19,1,0134,BEN NARBUTH EL,071-909,EL PASO,EL PASO,2023-06-01T00:00:00.000,0,0,0,0,0,0,11,773,773,0,0,0,0,0,0,0,773,,,,,
00356-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00356,DUBLIN ISD,Educational Institution,Public,11,2,0102,DUBLIN INTERMEDIATE,072-902,ERATH,ERATH,2023-05-01T00:00:00.000,2,176,176,0,0,0,2,232,232,0,0,0,0,0,0,0,408,,,,,
00356-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00356,DUBLIN ISD,Educational Institution,Public,11,2,0102,DUBLIN INTERMEDIATE,072-902,ERATH,ERATH,2023-06-01T00:00:00.000,13,1219,1219,0,0,0,13,1558,1558,0,0,0,0,0,0,0,2777,,,,,
00357-0104,2023,SEAMLESS_SUMMER_OPTION_MEALS,00357,STEPHENVILLE ISD,Educational Institution,Public,11,2,0104,HOOK ELEMENTARY,072-903,ERATH,ERATH,2023-06-01T00:00:00.000,19,3572,3572,0,0,0,19,4416,4416,0,0,0,0,0,0,0,7988,,,,,
00362-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00362,CHILTON ISD,Educational Institution,Public,12,2,0001,CHILTON SCHOOL,073-901,FALLS,FALLS,2023-05-01T00:00:00.000,2,63,63,0,0,0,2,140,140,0,0,0,0,0,0,0,203,,,,,
00362-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00362,CHILTON ISD,Educational Institution,Public,12,2,0001,CHILTON SCHOOL,073-901,FALLS,FALLS,2023-06-01T00:00:00.000,14,617,617,0,0,0,14,1099,1099,0,0,0,0,0,0,0,1716,,,,,
00363-0041,2023,SEAMLESS_SUMMER_OPTION_MEALS,00363,MARLIN ISD,Educational Institution,Public,12,2,0041,MARLIN MIDDLE,073-903,FALLS,FALLS,2023-06-01T00:00:00.000,17,360,360,0,0,0,17,851,851,0,0,0,0,0,0,0,1211,,,,,
00363-0103,2023,SEAMLESS_SUMMER_OPTION_MEALS,00363,MARLIN ISD,Educational Institution,Public,12,2,0103,MARLIN EL,073-903,FALLS,FALLS,2023-06-01T00:00:00.000,22,1049,1049,0,0,0,22,1404,1404,0,0,0,0,0,0,0,2453,,,,,
00365-0041,2023,SEAMLESS_SUMMER_OPTION_MEALS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,0041,ROSEBUD-LOTT J H,073-905,FALLS,FALLS,2023-05-01T00:00:00.000,6,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86,,,,,
00365-0041,2023,SEAMLESS_SUMMER_OPTION_MEALS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,0041,ROSEBUD-LOTT J H,073-905,FALLS,FALLS,2023-06-01T00:00:00.000,13,462,462,0,0,0,0,0,0,0,0,0,0,0,0,0,462,,,,,
00365-0105,2023,SEAMLESS_SUMMER_OPTION_MEALS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,0105,ROSEBUD-LOTT EL,073-905,FALLS,FALLS,2023-05-01T00:00:00.000,6,160,160,0,0,0,6,212,212,0,0,0,0,0,0,0,372,,,,,
00365-0105,2023,SEAMLESS_SUMMER_OPTION_MEALS,00365,ROSEBUD-LOTT ISD,Educational Institution,Public,12,2,0105,ROSEBUD-LOTT EL,073-905,FALLS,FALLS,2023-06-01T00:00:00.000,13,648,648,0,0,0,13,1040,1040,0,0,0,0,0,0,0,1688,,,,,
00366-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0001,BONHAM H S,074-903,FANNIN,FANNIN,2023-05-01T00:00:00.000,2,12,12,0,0,0,2,91,91,0,0,0,0,0,0,0,103,,,,,
00366-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0001,BONHAM H S,074-903,FANNIN,FANNIN,2023-06-01T00:00:00.000,14,196,196,0,0,0,14,514,514,0,0,0,0,0,0,0,710,,,,,
00366-0041,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0041,RATHER J H,074-903,FANNIN,FANNIN,2023-05-01T00:00:00.000,1,19,19,0,0,0,1,19,19,0,0,0,0,0,0,0,38,,,,,
00366-0041,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0041,RATHER J H,074-903,FANNIN,FANNIN,2023-06-01T00:00:00.000,11,103,103,0,0,0,11,188,188,0,0,0,0,0,0,0,291,,,,,
00366-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0102,EVANS EL,074-903,FANNIN,FANNIN,2023-05-01T00:00:00.000,1,28,28,0,0,0,1,44,44,0,0,0,0,0,0,0,72,,,,,
00366-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0102,EVANS EL,074-903,FANNIN,FANNIN,2023-06-01T00:00:00.000,11,336,336,0,0,0,11,430,430,0,0,0,0,0,0,0,766,,,,,
00366-0103,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0103,BAILEY INGLISH,074-903,FANNIN,FANNIN,2023-05-01T00:00:00.000,1,52,52,0,0,0,1,73,73,0,0,0,0,0,0,0,125,,,,,
00366-0103,2023,SEAMLESS_SUMMER_OPTION_MEALS,00366,BONHAM ISD,Educational Institution,Public,10,2,0103,BAILEY INGLISH,074-903,FANNIN,FANNIN,2023-06-01T00:00:00.000,11,708,708,0,0,0,11,799,799,0,0,0,0,0,0,0,1507,,,,,
00370-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00370,LEONARD ISD,Educational Institution,Public,10,2,0001,LEONARD HIGH SCHOOL,074-909,FANNIN,FANNIN,2023-05-01T00:00:00.000,0,0,0,0,0,0,2,95,95,0,0,0,0,0,0,0,95,,,,,
00370-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00370,LEONARD ISD,Educational Institution,Public,10,2,0001,LEONARD HIGH SCHOOL,074-909,FANNIN,FANNIN,2023-06-01T00:00:00.000,0,0,0,0,0,0,4,240,240,0,0,0,0,0,0,0,240,,,,,
00370-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00370,LEONARD ISD,Educational Institution,Public,10,2,0001,LEONARD HIGH SCHOOL,074-909,FANNIN,FANNIN,2023-07-01T00:00:00.000,0,0,0,0,0,0,8,564,564,0,0,0,0,0,0,0,564,,,,,
00374-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00374,FLATONIA ISD,Educational Institution,Public,13,4,0102,FLATONIA EL,075-901,FAYETTE,FAYETTE,2023-05-01T00:00:00.000,2,49,49,0,0,0,2,55,55,0,0,0,0,0,0,0,104,,,,,
00374-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00374,FLATONIA ISD,Educational Institution,Public,13,4,0102,FLATONIA EL,075-901,FAYETTE,FAYETTE,2023-06-01T00:00:00.000,17,287,287,0,0,0,17,386,386,0,0,0,0,0,0,0,673,,,,,
00375-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,0001,LA GRANGE H S,075-902,FAYETTE,FAYETTE,2023-06-01T00:00:00.000,0,0,0,0,0,0,16,573,573,0,0,0,0,0,0,0,573,,,,,
00375-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,0102,LA GRANGE EL,075-902,FAYETTE,FAYETTE,2023-05-01T00:00:00.000,2,112,112,0,0,0,2,112,112,0,0,0,0,0,0,0,224,,,,,
00375-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00375,LA GRANGE ISD,Educational Institution,Public,13,4,0102,LA GRANGE EL,075-902,FAYETTE,FAYETTE,2023-06-01T00:00:00.000,17,1795,1795,0,0,0,17,2190,2190,0,0,0,0,0,0,0,3985,,,,,
00376-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00376,SCHULENBURG ISD,Educational Institution,Public,13,4,0102,SCHULENBURG EL,075-903,FAYETTE,FAYETTE,2023-06-01T00:00:00.000,0,0,0,0,0,0,20,639,639,20,206,206,0,0,0,206,845,,,,,
00376-0105,2023,SEAMLESS_SUMMER_OPTION_MEALS,00376,SCHULENBURG ISD,Educational Institution,Public,13,4,0105,Boys and Girls Clubs of Champion Valley,075-903,FAYETTE,FAYETTE,2023-06-01T00:00:00.000,0,0,0,0,0,0,20,646,646,0,0,0,0,0,0,0,646,,,,,
00376-0105,2023,SEAMLESS_SUMMER_OPTION_MEALS,00376,SCHULENBURG ISD,Educational Institution,Public,13,4,0105,Boys and Girls Clubs of Champion Valley,075-903,FAYETTE,FAYETTE,2023-07-01T00:00:00.000,0,0,0,0,0,0,19,706,706,0,0,0,0,0,0,0,706,,,,,
00381-0001,2023,SUMMER_FOOD_SERVICE_PROG_MEALS,00381,FLOYDADA ISD,Educational Institution,School Food Authority,17,1,0001,FLOYDADA H S,077-901,FLOYD,FLOYD,2023-06-01T00:00:00.000,0,0,0,0,0,0,16,1140,1140,0,0,0,0,0,0,0,1140,0,0,0,0,0
00382-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00382,LOCKNEY ISD,Educational Institution,Public,17,1,0101,LOCKNEY EL,077-902,FLOYD,FLOYD,2023-06-01T00:00:00.000,0,0,0,0,0,0,22,1188,1188,0,0,0,0,0,0,0,1188,,,,,
00383-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00383,CROWELL ISD,Educational Institution,Public,9,2,0001,CROWELL SCHOOL,078-901,FOARD,FOARD,2023-06-01T00:00:00.000,0,0,0,0,0,0,20,783,783,0,0,0,0,0,0,0,783,,,,,
00383-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00383,CROWELL ISD,Educational Institution,Public,9,2,0001,CROWELL SCHOOL,078-901,FOARD,FOARD,2023-07-01T00:00:00.000,0,0,0,0,0,0,19,592,592,0,0,0,0,0,0,0,592,,,,,
00384-0009,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0009,GEORGE RANCH H S,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,19,1925,1925,0,0,0,19,4329,4329,0,0,0,0,0,0,0,6254,,,,,
00384-0009,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0009,GEORGE RANCH H S,079-901,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,9,1008,1008,0,0,0,9,2225,2225,0,0,0,0,0,0,0,3233,,,,,
00384-0046,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0046,Harry Wright JH,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,14,2039,2039,0,0,0,14,3864,3864,0,0,0,0,0,0,0,5903,,,,,
00384-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0101,BEASLEY EL,079-901,FORT BEND,FORT BEND,2023-05-01T00:00:00.000,1,30,30,0,0,0,1,33,33,0,0,0,0,0,0,0,63,,,,,
00384-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0101,BEASLEY EL,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,16,570,570,0,0,0,16,550,550,0,0,0,0,0,0,0,1120,,,,,
00384-0102,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0102,BOWIE EL,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,15,514,514,0,0,0,15,716,716,0,0,0,0,0,0,0,1230,,,,,
00384-0118,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0118,JACKSON EL,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,18,1093,1093,0,0,0,18,2834,2834,0,0,0,0,0,0,0,3927,,,,,
00384-0121,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0121,IRMA DRU HUTCHINSON ELEMENTARY,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,8,758,758,0,0,0,8,996,996,0,0,0,0,0,0,0,1754,,,,,
00384-0121,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0121,IRMA DRU HUTCHINSON ELEMENTARY,079-901,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,8,670,670,0,0,0,8,899,899,0,0,0,0,0,0,0,1569,,,,,
00384-0139,2023,SEAMLESS_SUMMER_OPTION_MEALS,00384,LAMAR CONSOLIDATED ISD,Educational Institution,Public,4,3,0139,JOHN ARREDONDO EL,079-901,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,18,1182,1182,0,0,0,18,2064,2064,0,0,0,0,0,0,0,3246,,,,,
00386-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0001,DULLES H S,079-907,FORT BEND,FORT BEND,2023-05-01T00:00:00.000,2,201,201,0,0,0,2,345,345,0,0,0,0,0,0,0,546,,,,,
00386-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0001,DULLES H S,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,17,1043,1043,0,0,0,17,3113,3113,0,0,0,0,0,0,0,4156,,,,,
00386-0001,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0001,DULLES H S,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,12,380,380,0,0,0,12,1923,1923,0,0,0,0,0,0,0,2303,,,,,
00386-0002,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0002,WILLOWRIDGE H S,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,11,550,550,0,0,0,11,550,550,0,0,0,0,0,0,0,1100,,,,,
00386-0002,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0002,WILLOWRIDGE H S,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,4,200,200,0,0,0,4,200,200,0,0,0,0,0,0,0,400,,,,,
00386-0006,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0006,LAWRENCE E ELKINS H S,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,11,2226,2226,0,0,0,11,6572,6572,0,0,0,0,0,0,0,8798,,,,,
00386-0009,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0009,PROGRESSIVE H S,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,7,191,191,0,0,0,7,326,326,0,0,0,0,0,0,0,517,,,,,
00386-0009,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0009,PROGRESSIVE H S,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,12,237,237,0,0,0,12,267,267,0,0,0,0,0,0,0,504,,,,,
00386-0012,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0012,THURGOOD MARSHALL HIGH SCHOOL,079-907,FORT BEND,FORT BEND,2023-05-01T00:00:00.000,2,58,58,0,0,0,2,69,69,0,0,0,0,0,0,0,127,,,,,
00386-0012,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0012,THURGOOD MARSHALL HIGH SCHOOL,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,10,283,283,0,0,0,10,352,352,0,0,0,0,0,0,0,635,,,,,
00386-0042,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0042,MISSOURI CITY MIDDLE,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,6,424,424,0,0,0,6,526,526,0,0,0,0,0,0,0,950,,,,,
00386-0042,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0042,MISSOURI CITY MIDDLE,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,6,475,475,0,0,0,6,594,594,0,0,0,0,0,0,0,1069,,,,,
00386-0048,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0048,LAKE OLYMPIA MIDDLE,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,19,441,441,0,0,0,19,956,956,0,0,0,0,0,0,0,1397,,,,,
00386-0048,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0048,LAKE OLYMPIA MIDDLE,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,13,262,262,0,0,0,13,425,425,0,0,0,0,0,0,0,687,,,,,
00386-0052,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0052,BILLY BAINES MIDDLE SCHOOL,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,19,750,750,0,0,0,19,1420,1420,0,0,0,0,0,0,0,2170,,,,,
00386-0052,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0052,BILLY BAINES MIDDLE SCHOOL,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,13,316,316,0,0,0,13,730,730,0,0,0,0,0,0,0,1046,,,,,
00386-0053,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0053,DAVID CROCKETT MIDDLE SCHOOL,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,19,332,332,0,0,0,19,586,586,0,0,0,0,0,0,0,918,,,,,
00386-0053,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0053,DAVID CROCKETT MIDDLE SCHOOL,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,14,145,145,0,0,0,14,415,415,0,0,0,0,0,0,0,560,,,,,
00386-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0101,E A JONES EL,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,15,661,661,0,0,0,15,745,745,0,0,0,0,0,0,0,1406,,,,,
00386-0101,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0101,E A JONES EL,079-907,FORT BEND,FORT BEND,2023-07-01T00:00:00.000,8,304,304,0,0,0,8,332,332,0,0,0,0,0,0,0,636,,,,,
00386-0111,2023,SEAMLESS_SUMMER_OPTION_MEALS,00386,FORT BEND ISD,Educational Institution,Public,4,3,0111,QUAIL VALLEY EL,079-907,FORT BEND,FORT BEND,2023-06-01T00:00:00.000,12,1072,1072,0,0,0,12,1355,1355,0,0,0,0,0,0,0,2427,,,,,
