dataset_id,title,description,created_at,updated_at,rows_updated_at,permalink,matched_query_terms,had_sample_fetch,sample_fetch_error,columns_present,has_mealservicetype,has_ruralorurbancode,has_sitetype,already_known_nc_source
7nw4-mgui,2023-2024 CACFP Center CEs Approved,"Count of Contracting Entities (CEs) approved to sponsor CACFP meal sites for 2023-2024. CACFP Centers include Adult Day Care, Child Care Centers, At-Risk sites, Head Start sites, Emergency Shelters, and sites providing meals Outside School Hours. May include CEs that cancelled participation after initial approval. CE count is based on CE's Application Effective Date for program year.",2023-09-18T12:56:58.000Z,2023-09-18T13:00:35.000Z,,https://data.texas.gov/d/7nw4-mgui,"""2023-2024""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
7pjm-tyr5,2020 Approved Summer Meal Program CEs (Summer Operation),Count of CEs approved to operate SFSP or SSO with at least one approved meal reimbursement claim June-August to demonstrate summer operation.,2024-05-03T14:51:04.000Z,2024-05-03T15:33:30.000Z,,https://data.texas.gov/d/7pjm-tyr5,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
7pzn-ndnh,2023-2024 School Nutrition Program CEs Approved,"Count of CEs approved for PY2023-2024, including CEs that have cancelled or terminated participation after initial approval. Measure is generated from 2023-2024 School Sponsors List filtered view which is based on 2023-2024 School Nutrition Program Contacts and Program Participation dataset. Operation based on CE's OperationStartDate.",2023-07-26T13:31:12.000Z,2023-07-26T13:39:26.000Z,,https://data.texas.gov/d/7pzn-ndnh,"""2023-2024"", ""Contact and Program Participation""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
7qjw-23vs,"SNP Site Claim Report, PY19-PY25","<b>This dataset includes a raw monthly site-level meal claims data last submitted by approved participants of the School Nutrition Programs (SNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25). This includes total monthly attendance by  meal type and meal counts and reimbursement category by meal pricing category. </b>

School Nutrition Programs include National School Lunch Program (NSLP), School Breakfast Program (SBP), Special Milk Program (SMP), and After School Care Program (ASCP - ",2026-02-17T16:21:40.000Z,2026-03-13T19:45:39.000Z,,https://data.texas.gov/d/7qjw-23vs,"""2024-2025"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
7qyq-eiy6,"FMNP Contracts, PY19-PY25","<b>This dataset includes the latest raw contract data submitted by sponsors to TDA for participation in the Farmers Market Nutrition Program (FMNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25).  </b>

Food Distribution Programs (FDP) reported on the Texas Open Data Portal include The Emergency Food Assistance Program (TEFAP), the Commodity Supplemental Food Program (CSFP), the Farmers Market Nutrition Program (FMNP), and Senior Farmers Market Nutrition Program (SFMNP). 

This dataset i",2026-02-23T17:28:42.000Z,2026-03-10T13:36:10.000Z,,https://data.texas.gov/d/7qyq-eiy6,"""2024-2025""",True,,"ceid, programyear",False,False,False,False
7u4k-y8ku,2024-2025 CACFP Child Center Meals and Snacks,"Total breakfast, lunches, and snacks served through CACFP for Child Care Centers, At-Risk sites, Head Start sites, Outside School Hours sites, and Emergency Shelters for program year 2024-2025. Meal counts are based on approved claims submitted for meal reimbursement.",2024-12-26T23:25:22.000Z,2025-03-13T16:36:48.000Z,,https://data.texas.gov/d/7u4k-y8ku,"""2024-2025""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
7wj4-32bw,2020-2021 - CACFP Centers - Site Map,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2020-2021 p",2023-11-21T18:03:46.000Z,2025-04-25T14:52:40.000Z,,https://data.texas.gov/d/7wj4-32bw,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
7xmc-mer4,2020-2021 SNP Approved CEs,Count of Contracting Entities (CEs) approved at one time to sponsor School Nutrition Program meal sites for 2020-2021. Data is based on SNP Contacts and Program Participation for Program Year 2020-2021.,2023-11-21T14:18:03.000Z,2023-11-21T14:32:05.000Z,,https://data.texas.gov/d/7xmc-mer4,"""Contact and Program Participation""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
7ytx-dv57,"SNP FFVP CE Application, PY19-PY25","<b>This dataset includes raw data from sponsor-level applications to the Fresh Fruit and Vegetables Program (FFVP) for participants approved to operate TDA’s School Nutrition Programs (SNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25).  </b>

School Nutrition Programs include National School Lunch Program (NSLP), School Breakfast Program (SBP), Special Milk Program (SMP), and After School Care Program (ASCP - snacks). 

This dataset is part of a collection of<b><a href=https://data.tex",2026-02-17T19:43:31.000Z,2026-03-26T13:11:21.000Z,,https://data.texas.gov/d/7ytx-dv57,"""2024-2025"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
7z9t-futv,Summer Meal Programs - All Summer Sites - Meal Count - Program Period 2025,"This data is intended for reporting purposes only. <br>
<b>Please visit <a href=https://squaremeals.org/Programs/Summer-Meal-Programs/Summer-Meal-Site-Map target=""_blank"">SummerFood.org</a> or text FOOD to 304-304 to find an open summer meal sites near you. <b/><p>


<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset",2025-06-16T20:02:05.000Z,2026-02-06T20:06:07.000Z,,https://data.texas.gov/d/7z9t-futv,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
825m-zm4z,PY22 All Summer Sites Sponsor List,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b>
<p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for summer meal sites approved by TDA to operate June 1, 2021 or later.</b> Changes in participant information can occur through August. Summer meal programs typically operate June through the end of Augus",2022-05-24T17:25:07.000Z,2024-01-12T20:16:15.000Z,,https://data.texas.gov/d/825m-zm4z,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, program, operationstartdate",False,False,False,False
83tw-mqfs,Summer Meal Programs - Summer Food Service Program (SFSP) - Meal Count Information - Program Period 2023,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b> claimed meals served by sites participating in the Summer Food Service Program (SFSP) for summer 2023.</b> Summer meal programs operate mid-May through the end of August.<p> 

This dataset is based on the Summer Food Service Program (SFSP) and Seamless Su",2023-06-12T14:47:59.000Z,2024-02-07T15:49:00.000Z,,https://data.texas.gov/d/83tw-mqfs,"""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
83vh-vzdg,School Nutrition Program - Site Map 2016-2017,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2023-04-05T15:33:12.000Z,2023-04-05T20:47:47.000Z,,https://data.texas.gov/d/83vh-vzdg,"""Contact and Program Participation""",False,empty,,False,False,False,False
85i3-zyip,Summer Meal Programs - Seamless Summer Option (SSO) - Meal Count Information - Program Period 2024,Filtered view of SSO meals served from 2024 All Summer Sites Meal Count raw dataset.,2024-06-11T14:00:31.000Z,2025-02-13T16:46:37.000Z,,https://data.texas.gov/d/85i3-zyip,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
89sb-kjjq,PY26 All Summer Sites Sponsor List,"All 2026 Summer Meal Program Sponsor Contacts. CE and sites that have cancelled participation after their initial approval for the program year may be included.

OperationStartDate is based on CEs operation start date. CEs sponsoring SSO sites will typically have an OperationStartDate at the beginning of their 2025-2026 school year as SSO is considered an extension of school meal programming.",2026-05-05T19:45:17.000Z,2026-05-16T14:00:23.000Z,,https://data.texas.gov/d/89sb-kjjq,"""2025-2026"", ""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Sites""",True,,"ceid, programyear, reporttype, program, operationstartdate, operationenddate",False,False,False,False
8amv-s5xb,2025-2026 CACFP Day Care Home Approved Providers,Count of day care home providers approved to participate in CACFP for 2025-2026. May include providers that cancelled participation after initial approval. Provider count is based on CE's Application Effective Date for program year.,2025-09-28T19:40:47.000Z,2025-09-28T19:53:08.000Z,,https://data.texas.gov/d/8amv-s5xb,"""2025-2026""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
8ci2-ngkf,2024 SSO Contacts,This is a filtered view of the 2024 All Summer Sites and includes only sites that have been approved to operate Seamless Summer Option (SSO) for 2024.,2024-04-03T16:43:14.000Z,2025-04-23T13:50:36.000Z,,https://data.texas.gov/d/8ci2-ngkf,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, program, sitetype, mealtypesserved, operationstartdate, operationenddate, breakfasttime, lunchtime",False,False,True,False
8da5-5w56,"SNP FFVP Claim Summary, PY19-PY25","<b>This dataset includes raw site-level data of FFVP costs by month, including dates claims have been received and paid, and FFVP grant remaining for participants of the School Nutrition Program's (SNP) Fresh Fruit and Vegetable Program (FFVP) for program years 2018-2019 (PY19) to 2024-2025 (PY25). </b>

This dataset is part of a collection of<b><a href=https://data.texas.gov/stories/en/s/7ke6-qib4 target=""_blank""> expanded raw data</a> </b>from the <i>Texas Department of Agriculture, Food & Nut",2026-02-19T20:09:22.000Z,2026-03-13T18:29:45.000Z,,https://data.texas.gov/d/8da5-5w56,"""2024-2025"", ""All Summer Sites"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, program",False,False,False,False
8inx-pgff,Child and Adult Care Food Programs (CACFP) – Adult Day Care – Meal Reimbursement – Program Year 2021-2022,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b> meal reimbursement for CACFP participating as Adult Day Care centers for program year 2021-2022.</b> The CACFP program year begins October 1 and ends September 30. <p>

In March 2020, USDA began allowing flexib",2021-10-26T14:56:19.000Z,2023-05-09T15:04:48.000Z,,https://data.texas.gov/d/8inx-pgff,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
8pkx-cpk8,PY2022-2023 Approved CACFP Center Sponsors,"Count of Contracting Entities (CEs) approved to sponsor CACFP meal sites for 2022-2023. CACFP Centers include Adult Day Care, Child Care Centers, At-Risk sites, Head Start sites, Emergency Shelters, and sites providing meals Outside School Hours. May include CEs that cancelled participation after initial approval. CE count is based on CE's Application Effective Date for program year.",2022-10-05T20:44:11.000Z,2025-05-01T20:37:13.000Z,,https://data.texas.gov/d/8pkx-cpk8,"""Contact and Program Participation"", ""Meal Service Type""",True,,"ceid, programyear, reporttype",False,False,False,False
8rqi-6nkw,Child and Adult Care Food Programs (CACFP) – Centers – Site-Level Contact and Program Participation – Program Year 2019-2020,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2019-2020 p",2019-11-15T14:14:57.000Z,2025-04-25T14:54:10.000Z,,https://data.texas.gov/d/8rqi-6nkw,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
8tne-ysan,Summer Food Service Program (SFSP) and Seamless Summer Option (SSO) - Meal Count Information - Program Period 2020-2021,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset combines basic meals served data from the Summer Food Service Program (SFSP) and Seamless Summer Option (SSO) Meal Count datasets currently published on the Texas Open Data Portal for 2020-2021 summer meal program operation.<p> 


In March 2020, USDA began allowing f",2023-05-16T18:02:41.000Z,2023-12-19T19:23:57.000Z,,https://data.texas.gov/d/8tne-ysan,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
93u6-myq9,Summer Meal Programs – Seamless Summer Option (SSO) – Contacts and Program Participation – Program Period 2018,"<b>About the Agency</b><br>
The Texas Department of Agriculture administers 12 U.S. Department of Agriculture nutrition programs in Texas including the National School Lunch and School Breakfast Programs and the Child and Adult Care Food Program (CACFP). TDA’s Food and Nutrition division provides technical assistance and training resources to partners operating the programs and oversees the USDA reimbursements they receive to cover part of the cost associated with serving food in their facilitie",2019-01-08T16:57:28.000Z,2020-06-26T23:45:06.000Z,,https://data.texas.gov/d/93u6-myq9,"""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, sitetype, breakfasttime, lunchtime",False,False,True,False
9585-asdn,Child and Adult Care Food Programs (CACFP) – Centers – Site-Level Contact and Program Participation – Program Year 2022-2023,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>

This dataset contains contact and program participation information for all Texas child and adult care centers approved by the Texas Department of Agriculture to operate as a meal site under the Child and Adult Care Food Program (CACFP) during the 2022-2023 p",2022-10-05T13:47:32.000Z,2025-05-01T20:38:12.000Z,,https://data.texas.gov/d/9585-asdn,"""2023-2024"", ""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
9bfr-4jjm,School Nutrition Programs - Meal Reimbursement Information - Program Year 2021-2022,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains claims information for paid or approved to pay <b>meal reimbursement for sites participating in school nutrition programs for program year 2021-2022.</b><p>

In March 2020, USDA began allowing flexibility in nutrition assistance program policies in order to supp",2021-10-07T17:27:24.000Z,2023-06-06T19:38:04.000Z,,https://data.texas.gov/d/9bfr-4jjm,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
9c5w-wzdc,Summer Meal Programs - Site Map - Summer 2019,"<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for all summer meal sites approved by TDA to operate during the 2019 program period.</b> Applications to participate in summer programs open on January 15 and close May 1. Changes in site information can occur through August. Summer meal programs operate mid-May through the end of August. <p>

An overview of <b>all summer meal program data available</b> on the Texas Open Data Portal can be found a",2023-09-08T19:45:41.000Z,2023-09-12T20:58:53.000Z,,https://data.texas.gov/d/9c5w-wzdc,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
9gr3-mdp7,2025-2026 School Nutrition Program CEs Approved,"Count of CEs approved for PY2025-2026, including CEs that have cancelled or terminated participation after initial approval. 

Measure is generated from 2025-2026 School Sponsors List filtered view which is based on 2025-2026 School Nutrition Program Contacts and Program Participation dataset. Operation based on CE's OperationStartDate. Approved CE will be counted once CE Operation Start Date arrives.",2025-08-29T15:08:37.000Z,2025-08-29T15:16:00.000Z,,https://data.texas.gov/d/9gr3-mdp7,"""2025-2026"", ""Contact and Program Participation""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
9h95-vyfg,PY22 CACFP At Risk Site Contacts - Outreach Map Project,"This dataset is a filtered view of the CACFP Centers Contacts and Program Participation dataset for 2021-2022 (PY22). 

The dataset is filtered to display site phone and street address for non-terminated/non-cancelled PY22 sites approved to participate in the At-Risk Afterschool Care Program.",2022-08-17T13:54:05.000Z,2025-04-25T14:50:03.000Z,,https://data.texas.gov/d/9h95-vyfg,"""Contact and Program Participation""",True,,"ceid, siteid, programyear, reporttype",False,False,False,False
9juq-7pjc,2022-2023 CACFP Approved Day Care Home Sponsors,"Contracting Entity(CE)/Sponsor -level contact information for CACFP participants approved for Program Year 2022-2023, including CEs terminated or cancelled after initial approval.",2022-10-05T20:55:23.000Z,2025-04-24T13:48:56.000Z,,https://data.texas.gov/d/9juq-7pjc,"""Contact and Program Participation""",True,,"ceid, programyear, reporttype",False,False,False,False
9msv-cb2h,"SNP CE Claim for Reimbursement Summary, PY19-PY25","<b>This dataset includes raw data from the latest sponsor-level claims for meal reimbursement paid or approved for payment to TDA for participants of  the School Nutrition Programs (SNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25). This includes meal type,  reimbursement category, and reimbursement rate. </b>
 
School Nutrition Programs include National School Lunch Program (NSLP), School Breakfast Program (SBP), Special Milk Program (SMP), and After School Care Program (ASCP - snacks",2026-02-17T14:56:47.000Z,2026-03-26T13:19:09.000Z,,https://data.texas.gov/d/9msv-cb2h,"""2024-2025"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear",False,False,False,False
9qvq-duar,2021-2022 ASCP Snacks Served,Sum of SnackTotal (ASCP) served for program year 2021-2022. Does not include meals served during the school year through summer meal service programs.,2023-06-06T19:49:36.000Z,2023-06-06T19:52:16.000Z,,https://data.texas.gov/d/9qvq-duar,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
9rn7-9vge,CACFP Day Care Homes - Site Map - 2018-2019,"<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for Day Care Home (DCH) providers approved to operate under the Child and Adult Care Food Program (CACFP) during program year 2018-2019.</b> Contracting Entity (CE) sponsors can participate in more than one CACFP program. The CACFP program year begins October 1 and ends September 30.<p>

This dataset only includes information for Texas Day Care Home providers participating in CACFP.  <b>For data o",2023-09-12T19:28:48.000Z,2025-04-24T17:54:15.000Z,,https://data.texas.gov/d/9rn7-9vge,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
9vvh-zadf,2026 SFSP Contacts,This is a filtered view of the 2026 All Summer Sites and includes only sites that have been approved to operate Summer Food Service Program (SFSP) for 2026.,2026-04-30T17:07:22.000Z,2026-05-16T14:00:23.000Z,,https://data.texas.gov/d/9vvh-zadf,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Sites""",True,,"ceid, siteid, programyear, reporttype, program, sitetype, mealtypesserved, operationstartdate, operationenddate, breakfasttime, lunchtime, pmsnacktime",False,False,True,False
9w5h-nf93,PY22 School Nutrition Program Sponsor List  - EC,"<b><a href=https://form.jotform.com/210556567409057 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for School Nutrition Data</a></b><p>

<b>About the Dataset</b><br>
This dataset contains <b>contact information and program participation information for all School Nutrition Program (SNP) meal sites approved by TDA to operate during the 2021-2022 program year.</b> The school nutrition program year begins July 1 and ends June 30.<p>

In March 20",2022-05-27T15:31:13.000Z,2022-12-28T13:44:27.000Z,,https://data.texas.gov/d/9w5h-nf93,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, operationstartdate, operationenddate",False,False,False,False
9wnj-nqnx,2023-2024 Monthly CACFP Child Center Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b>meal reimbursement for sites participating in CACFP as child centers for the program year 2023-2024. This includes Child Care Centers, At-Risk centers, Head Start sites, Outside School Hours sites, and Emergency",2023-11-06T21:44:00.000Z,2025-04-02T14:09:10.000Z,,https://data.texas.gov/d/9wnj-nqnx,"""2023-2024"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
9yt4-5xci,2025-2026 Monthly CACFP Child Center Meals & Snacks Served,"<b><a href=https://form.jotform.com/212794867706167 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Child and Adult Care Food Program (CACFP) Data</a></b><p>

<b>About the Dataset</b><br>
This data set contains claims information for <b>meal reimbursement for sites participating in CACFP as child centers for the program year 2025-2026. This includes Child Care Centers, At-Risk centers, Head Start sites, Outside School Hours sites, and Emergency",2025-11-22T16:21:05.000Z,2026-05-17T14:15:58.000Z,,https://data.texas.gov/d/9yt4-5xci,"""2025-2026"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
a46y-4jd3,Summer Meal Programs - Site Map - Summer 2021,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b><p>


<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for summer meal sites approved by TDA to operate between October 2020 and September 2021 (Program Year 2021). </b> Summer meal programs typically operate June through the end of August. <p>

In March 2020, USD",2024-05-02T20:33:17.000Z,2024-05-02T20:33:38.000Z,,https://data.texas.gov/d/a46y-4jd3,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
a5r9-bcgf,"SNP Site Claim Reimbursement Summary, PY19-PY25","<b>This dataset includes a summary of site-level monthly claims  for reimbursement paid or approved to pay by TDA for participants of the School Nutrition Programs (SNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25). This includes meal type and reimbursement category. </b>

School Nutrition Programs include National School Lunch Program (NSLP), School Breakfast Program (SBP), Special Milk Program (SMP), and After School Care Program (ASCP - snacks). 

This dataset is part of a collectio",2026-02-19T20:53:18.000Z,2026-03-26T13:21:54.000Z,,https://data.texas.gov/d/a5r9-bcgf,"""2024-2025"", ""All Summer Sites"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
a7v5-yavt,2017 SSO & SFSP Meals and Snacks Served,"Sum of breakfast, lunch, supper and snacks served by Seamless Summer Option (SSO) and Summer Food Service Program (SFSP) in summer 2017.",2023-07-27T18:48:32.000Z,2023-07-27T19:08:01.000Z,,https://data.texas.gov/d/a7v5-yavt,"""Summer Meal Programs""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
abei-srxj,PY2015-2016 School Nutrition Program Sponsors,Contracting Entities (CEs) approved to operate School Nutrition Programs in 2015-2016.,2023-04-04T20:19:01.000Z,2023-04-06T13:01:00.000Z,,https://data.texas.gov/d/abei-srxj,"""Meal Service Type""",True,,"ceid, programyear, reporttype, operationstartdate, operationenddate",False,False,False,False
abxx-spsd,2018 SFSP & SSO Approved Sites,Count of sites approved to operate Summer Food Service Program (SFSP) or Seamless Summer Option (SSO) for 2018. May include sites that have cancelled participation after initial approval. Site count is based on Site Start Date.,2023-08-17T18:36:07.000Z,2023-09-13T13:49:28.000Z,,https://data.texas.gov/d/abxx-spsd,"""Summer Sites""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
ae2d-4z2n,"SFMNP CE Application-Reimbursable Costs, Management Plan, Training, PY19-PY25","<b>This dataset includes the latest raw application data, specifically information about reimbursable costs, proposed management plan, and training, submitted by sponsors to TDA for participation in the Senior Farmers Market Nutrition Program (SFMNP) for program years 2018-2019 (PY19) to 2024-2025 (PY25).  </b>

Food Distribution Programs (FDP) reported on the Texas Open Data Portal include The Emergency Food Assistance Program (TEFAP), the Commodity Supplemental Food Program (CSFP), the Farmers",2026-02-18T15:04:47.000Z,2026-03-10T14:27:33.000Z,,https://data.texas.gov/d/ae2d-4z2n,"""2024-2025""",True,,"ceid, programyear",False,False,False,False
afai-pmhn,2023 All Summer Sites Sponsor List,"All 2023 Summer Meal Program Sponsor Contacts. CE and sites that have cancelled participation after their initial approval for the program year may be included.

OperationStartDate is based on CEs operation start date. CEs sponsoring SSO sites will typically have an OperationStartDate at the beginning of their 2022-2023 school year as SSO is considered an extension of school meal programming.",2023-04-06T12:44:27.000Z,2024-04-04T12:52:37.000Z,,https://data.texas.gov/d/afai-pmhn,"""All Summer Sites"", ""Contact and Program Participation"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, programyear, program, operationstartdate",False,False,False,False
afkg-4jih,Summer Meal Programs - Seamless Summer Option (SSO) - Meal Count Information - Program Period 2025,Filtered view of SSO meals served from 2025 All Summer Sites Meal Count raw dataset.,2025-06-24T13:35:07.000Z,2026-02-06T20:06:07.000Z,,https://data.texas.gov/d/afkg-4jih,"""All Summer Sites"", ""Meal Service Type"", ""Summer Meal Programs"", ""Summer Sites""",True,,"ceid, siteid, programyear, program",False,False,False,False
ag2k-fw8t,2023-2024 CACFP Day Care Home Approved Providers,Count of day care home providers approved to participate in CACFP for 2023-2024. May include providers that cancelled participation after initial approval. Provider count is based on CE's Application Effective Date for program year.,2023-09-18T13:03:51.000Z,2023-09-18T13:06:10.000Z,,https://data.texas.gov/d/ag2k-fw8t,"""2023-2024""",False,"HTTPError: 403 Client Error: Forbidden.
	no row or column access to non-tabular tables",,False,False,False,False
ag6u-75ui,2016 Summer Meal Programs (SFSP & SSO) Site Map,"<b><a href=https://form.jotform.com/212795081587163 target=""_blank"">Help us provide the most useful data by completing our ODP User Feedback Survey for Summer Meal Programs Data</a></b>
<p>

<b>About the Dataset</b><br>
This dataset contains <b>contact and program participation information for summer meal sites approved by TDA to operate summer 2016.</b> Unless otherwise noted, summer meal programs operate mid-May  through August. 
<p>


An overview of <b>all summer meal program data available</",2023-05-19T17:54:48.000Z,2023-05-19T17:54:59.000Z,,https://data.texas.gov/d/ag6u-75ui,"""All Summer Sites"", ""Contact and Program Participation"", ""Summer Meal Programs"", ""Summer Sites""",False,empty,,False,False,False,False
